,crossplane_sym,inplane_sym,image
0,73.09409537927606,10.62550431445182,http://ecx.images-amazon.com/images/I/519lYUvAxDL._QL70_.jpg
1,4.350683104324203,35.75423844959977,http://ecx.images-amazon.com/images/I/51MCovXGdsL._QL70_.jpg
2,47.05882352941177,13.513513513513514,http://ecx.images-amazon.com/images/I/51hNjtVjR3L._QL70_.jpg
3,18.11616247323017,39.176043294803364,http://ecx.images-amazon.com/images/I/51SKAEkpPpL._QL70_.jpg
4,,,http://ecx.images-amazon.com/images/I/41q3a2kGY0L._QL70_.jpg
5,27.04253079579531,54.93164066222126,http://ecx.images-amazon.com/images/I/51XnRDdslxL._QL70_.jpg
6,20.81218274111675,33.69565217391305,http://ecx.images-amazon.com/images/I/51v1lna5boL._QL70_.jpg
7,8.5,32.35294117647059,http://ecx.images-amazon.com/images/I/513kXaEZ9yL._QL70_.jpg
8,34.83914210538423,19.086411872446245,http://ecx.images-amazon.com/images/I/51UzUtS5U8L._QL70_.jpg
9,19.5104170718312,22.961258703790833,http://ecx.images-amazon.com/images/I/51RR92eUvBL._QL70_.jpg
10,36.09493984615269,75.55277061703626,http://ecx.images-amazon.com/images/I/61CCY23qgLL._QL70_.jpg
11,47.403872047247056,21.585138656336895,http://ecx.images-amazon.com/images/I/51zMxr5Al8L._QL70_.jpg
12,24.139866529121004,36.93486440873934,http://ecx.images-amazon.com/images/I/51GVqbGMe7L._QL70_.jpg
13,23.256695497246792,41.93343473594218,http://ecx.images-amazon.com/images/I/51%2B3CDCMvwL._QL70_.jpg
14,40.43868490203228,9.478448158662188,http://ecx.images-amazon.com/images/I/51NruPx-1IL._QL70_.jpg
15,4.426669631809306,9.110277785458829,http://ecx.images-amazon.com/images/I/51mUS80BRNL._QL70_.jpg
16,,,http://ecx.images-amazon.com/images/I/51sP%2BtcingL._QL70_.jpg
17,46.76790740445861,18.64143822284782,http://ecx.images-amazon.com/images/I/51GzWZkyTSL._QL70_.jpg
18,44.55766114069371,59.20234768372142,http://ecx.images-amazon.com/images/I/41uMuBWGPEL._QL70_.jpg
19,24.623115577889447,18.39080459770115,http://ecx.images-amazon.com/images/I/51RE9TEG-ZL._QL70_.jpg
20,20.0,47.27272727272727,http://ecx.images-amazon.com/images/I/513PbL3wjBL._QL70_.jpg
21,25.83857188244836,47.590094784971484,http://ecx.images-amazon.com/images/I/51XETTRBBzL._QL70_.jpg
22,32.42739898474761,7.530817682261463,http://ecx.images-amazon.com/images/I/61qjjwbGHfL._QL70_.jpg
23,35.53247061697691,31.56524546159585,http://ecx.images-amazon.com/images/I/51isGVAX08L._QL70_.jpg
24,41.51574015057915,42.613655835534615,http://ecx.images-amazon.com/images/I/51Y3XlI2l8L._QL70_.jpg
25,32.6040511625684,19.071374033011644,http://ecx.images-amazon.com/images/I/51vN3Pd129L._QL70_.jpg
26,37.65172724442863,27.731807058514974,http://ecx.images-amazon.com/images/I/41wKgzRP1nL._QL70_.jpg
27,,,http://ecx.images-amazon.com/images/I/41dbeFUgUWL._QL70_.jpg
28,29.842931937172775,24.186046511627907,http://ecx.images-amazon.com/images/I/51Vw88pPQaL._QL70_.jpg
29,28.374287207354005,78.62559668416668,http://ecx.images-amazon.com/images/I/51kUcpvIiZL._QL70_.jpg
30,21.647889246976657,37.41651843568023,http://ecx.images-amazon.com/images/I/31VV9ttK3UL._QL70_.jpg
31,19.628768972676518,26.609871371589794,http://ecx.images-amazon.com/images/I/51DE26IpoSL._QL70_.jpg
32,31.502381215307434,71.47672262450183,http://ecx.images-amazon.com/images/I/611reDhHsBL._QL70_.jpg
33,26.207946471581206,10.582009083244719,http://ecx.images-amazon.com/images/I/51sJ1gzzowL._QL70_.jpg
34,40.40952430603703,17.12142530041157,http://ecx.images-amazon.com/images/I/51ZyYmJQ5VL._QL70_.jpg
